Profile,ComType,Genus,NumSpecies,InclSpecies,Tool,SpeciesDet,MissedSp,GenusDetected
median_3,EqualReads,Debaryomyces,2,"['Debaryomyces hansenii', 'Debaryomyces fabryi']",FunOMIC,2,[],Yes
median_3,EqualReads,Debaryomyces,2,"['Debaryomyces hansenii', 'Debaryomyces fabryi']",MiCoP,2,[],Yes
median_3,EqualReads,Fonsecaea,2,"['Fonsecaea monophora', 'Fonsecaea nubica']",Kraken,0,"['Fonsecaea monophora', 'Fonsecaea nubica']",No
median_3,EqualReads,Fonsecaea,2,"['Fonsecaea monophora', 'Fonsecaea nubica']",Euk,1,['Fonsecaea monophora'],Yes
median_3,EqualReads,Fonsecaea,2,"['Fonsecaea monophora', 'Fonsecaea nubica']",Metaphlan,0,"['Fonsecaea monophora', 'Fonsecaea nubica']",No
median_3,EqualReads,Fonsecaea,2,"['Fonsecaea monophora', 'Fonsecaea nubica']",HMS,2,[],Yes
median_3,EqualReads,Fonsecaea,2,"['Fonsecaea monophora', 'Fonsecaea nubica']",FunOMIC,2,[],Yes
median_3,EqualReads,Fonsecaea,2,"['Fonsecaea monophora', 'Fonsecaea nubica']",MiCoP,2,[],Yes
median_3,EqualReads,Kluyveromyces,2,"['Kluyveromyces lactis', 'Kluyveromyces marxianus']",Kraken,2,[],Yes
median_3,EqualReads,Kluyveromyces,2,"['Kluyveromyces lactis', 'Kluyveromyces marxianus']",Euk,1,['Kluyveromyces lactis'],Yes
median_3,EqualReads,Kluyveromyces,2,"['Kluyveromyces lactis', 'Kluyveromyces marxianus']",Metaphlan,0,"['Kluyveromyces lactis', 'Kluyveromyces marxianus']",No
median_3,EqualReads,Kluyveromyces,2,"['Kluyveromyces lactis', 'Kluyveromyces marxianus']",HMS,1,['Kluyveromyces lactis'],Yes
median_3,EqualReads,Kluyveromyces,2,"['Kluyveromyces lactis', 'Kluyveromyces marxianus']",FunOMIC,2,[],Yes
median_3,EqualReads,Kluyveromyces,2,"['Kluyveromyces lactis', 'Kluyveromyces marxianus']",MiCoP,2,[],Yes
median_3,EqualReads,Cladophialophora,2,"['Cladophialophora bantiana', 'Cladophialophora carrionii']",Kraken,0,"['Cladophialophora bantiana', 'Cladophialophora carrionii']",No
median_3,EqualReads,Cladophialophora,2,"['Cladophialophora bantiana', 'Cladophialophora carrionii']",Euk,1,['Cladophialophora bantiana'],Yes
median_3,EqualReads,Cladophialophora,2,"['Cladophialophora bantiana', 'Cladophialophora carrionii']",Metaphlan,0,"['Cladophialophora bantiana', 'Cladophialophora carrionii']",No
median_3,EqualReads,Cladophialophora,2,"['Cladophialophora bantiana', 'Cladophialophora carrionii']",HMS,2,[],Yes
median_3,EqualReads,Cladophialophora,2,"['Cladophialophora bantiana', 'Cladophialophora carrionii']",FunOMIC,2,[],Yes
median_3,EqualReads,Cladophialophora,2,"['Cladophialophora bantiana', 'Cladophialophora carrionii']",MiCoP,2,[],Yes
large_1,EqualReads,Cryptococcus,5,"['Cryptococcus decagattii', 'Cryptococcus gattii', 'Cryptococcus wingfieldii', 'Cryptococcus neoformans', 'Cryptococcus deuterogattii']",Kraken,2,"['Cryptococcus decagattii', 'Cryptococcus wingfieldii', 'Cryptococcus deuterogattii']",Yes
large_1,EqualReads,Cryptococcus,5,"['Cryptococcus decagattii', 'Cryptococcus gattii', 'Cryptococcus wingfieldii', 'Cryptococcus neoformans', 'Cryptococcus deuterogattii']",Euk,2,"['Cryptococcus decagattii', 'Cryptococcus gattii', 'Cryptococcus deuterogattii']",Yes
large_1,EqualReads,Cryptococcus,5,"['Cryptococcus decagattii', 'Cryptococcus gattii', 'Cryptococcus wingfieldii', 'Cryptococcus neoformans', 'Cryptococcus deuterogattii']",Metaphlan,2,"['Cryptococcus decagattii', 'Cryptococcus neoformans', 'Cryptococcus deuterogattii']",Yes
large_1,EqualReads,Cryptococcus,5,"['Cryptococcus decagattii', 'Cryptococcus gattii', 'Cryptococcus wingfieldii', 'Cryptococcus neoformans', 'Cryptococcus deuterogattii']",HMS,3,"['Cryptococcus decagattii', 'Cryptococcus wingfieldii']",Yes
large_1,EqualReads,Cryptococcus,5,"['Cryptococcus decagattii', 'Cryptococcus gattii', 'Cryptococcus wingfieldii', 'Cryptococcus neoformans', 'Cryptococcus deuterogattii']",FunOMIC,2,"['Cryptococcus decagattii', 'Cryptococcus gattii', 'Cryptococcus deuterogattii']",Yes
large_1,EqualReads,Cryptococcus,5,"['Cryptococcus decagattii', 'Cryptococcus gattii', 'Cryptococcus wingfieldii', 'Cryptococcus neoformans', 'Cryptococcus deuterogattii']",MiCoP,3,"['Cryptococcus decagattii', 'Cryptococcus deuterogattii']",No
large_1,EqualReads,Candida,5,"['Candida albicans', 'Candida jiufengensis', 'Candida pseudojiufengensis', 'Candida dubliniensis', 'Candida tropicalis']",Kraken,2,"['Candida jiufengensis', 'Candida pseudojiufengensis', 'Candida tropicalis']",Yes
large_1,EqualReads,Candida,5,"['Candida albicans', 'Candida jiufengensis', 'Candida pseudojiufengensis', 'Candida dubliniensis', 'Candida tropicalis']",Euk,1,"['Candida albicans', 'Candida jiufengensis', 'Candida pseudojiufengensis', 'Candida dubliniensis']",Yes
large_1,EqualReads,Candida,5,"['Candida albicans', 'Candida jiufengensis', 'Candida pseudojiufengensis', 'Candida dubliniensis', 'Candida tropicalis']",Metaphlan,3,"['Candida jiufengensis', 'Candida pseudojiufengensis']",Yes
large_1,EqualReads,Candida,5,"['Candida albicans', 'Candida jiufengensis', 'Candida pseudojiufengensis', 'Candida dubliniensis', 'Candida tropicalis']",HMS,3,"['Candida jiufengensis', 'Candida pseudojiufengensis']",Yes
large_1,EqualReads,Candida,5,"['Candida albicans', 'Candida jiufengensis', 'Candida pseudojiufengensis', 'Candida dubliniensis', 'Candida tropicalis']",FunOMIC,3,"['Candida jiufengensis', 'Candida pseudojiufengensis']",Yes
large_1,EqualReads,Candida,5,"['Candida albicans', 'Candida jiufengensis', 'Candida pseudojiufengensis', 'Candida dubliniensis', 'Candida tropicalis']",MiCoP,3,"['Candida jiufengensis', 'Candida pseudojiufengensis']",Yes
large_1,EqualReads,Alternaria,4,"['Alternaria infectoria', 'Alternaria postmessia', 'Alternaria triticimaculans', 'Alternaria ethzedia']",Kraken,0,"['Alternaria infectoria', 'Alternaria postmessia', 'Alternaria triticimaculans', 'Alternaria ethzedia']",No
large_1,EqualReads,Alternaria,4,"['Alternaria infectoria', 'Alternaria postmessia', 'Alternaria triticimaculans', 'Alternaria ethzedia']",Euk,0,"['Alternaria infectoria', 'Alternaria postmessia', 'Alternaria triticimaculans', 'Alternaria ethzedia']",Yes
large_1,EqualReads,Alternaria,4,"['Alternaria infectoria', 'Alternaria postmessia', 'Alternaria triticimaculans', 'Alternaria ethzedia']",Metaphlan,0,"['Alternaria infectoria', 'Alternaria postmessia', 'Alternaria triticimaculans', 'Alternaria ethzedia']",No
large_1,EqualReads,Alternaria,4,"['Alternaria infectoria', 'Alternaria postmessia', 'Alternaria triticimaculans', 'Alternaria ethzedia']",HMS,0,"['Alternaria infectoria', 'Alternaria postmessia', 'Alternaria triticimaculans', 'Alternaria ethzedia']",No
large_1,EqualReads,Alternaria,4,"['Alternaria infectoria', 'Alternaria postmessia', 'Alternaria triticimaculans', 'Alternaria ethzedia']",FunOMIC,0,"['Alternaria infectoria', 'Alternaria postmessia', 'Alternaria triticimaculans', 'Alternaria ethzedia']",Yes
large_1,EqualReads,Alternaria,4,"['Alternaria infectoria', 'Alternaria postmessia', 'Alternaria triticimaculans', 'Alternaria ethzedia']",MiCoP,0,"['Alternaria infectoria', 'Alternaria postmessia', 'Alternaria triticimaculans', 'Alternaria ethzedia']",No
large_1,EqualReads,Aspergillus,4,"['Aspergillus lentulus', 'Aspergillus fischeri', 'Aspergillus thermomutatus', 'Aspergillus aculeatinus']",Kraken,0,"['Aspergillus lentulus', 'Aspergillus fischeri', 'Aspergillus thermomutatus', 'Aspergillus aculeatinus']",Yes
large_1,EqualReads,Aspergillus,4,"['Aspergillus lentulus', 'Aspergillus fischeri', 'Aspergillus thermomutatus', 'Aspergillus aculeatinus']",Euk,1,"['Aspergillus lentulus', 'Aspergillus fischeri', 'Aspergillus aculeatinus']",Yes
large_1,EqualReads,Aspergillus,4,"['Aspergillus lentulus', 'Aspergillus fischeri', 'Aspergillus thermomutatus', 'Aspergillus aculeatinus']",Metaphlan,3,['Aspergillus aculeatinus'],Yes
large_1,EqualReads,Aspergillus,4,"['Aspergillus lentulus', 'Aspergillus fischeri', 'Aspergillus thermomutatus', 'Aspergillus aculeatinus']",HMS,1,"['Aspergillus fischeri', 'Aspergillus thermomutatus', 'Aspergillus aculeatinus']",Yes
large_1,EqualReads,Aspergillus,4,"['Aspergillus lentulus', 'Aspergillus fischeri', 'Aspergillus thermomutatus', 'Aspergillus aculeatinus']",FunOMIC,4,[],Yes
large_1,EqualReads,Aspergillus,4,"['Aspergillus lentulus', 'Aspergillus fischeri', 'Aspergillus thermomutatus', 'Aspergillus aculeatinus']",MiCoP,1,"['Aspergillus lentulus', 'Aspergillus thermomutatus', 'Aspergillus aculeatinus']",Yes
large_1,EqualReads,Saccharomyces,4,"['Saccharomyces cerevisiae', 'Saccharomyces kudriavzevii', 'Saccharomyces eubayanus', 'Saccharomyces paradoxus']",Kraken,4,[],Yes
large_1,EqualReads,Saccharomyces,4,"['Saccharomyces cerevisiae', 'Saccharomyces kudriavzevii', 'Saccharomyces eubayanus', 'Saccharomyces paradoxus']",Euk,2,"['Saccharomyces kudriavzevii', 'Saccharomyces paradoxus']",Yes
large_1,EqualReads,Saccharomyces,4,"['Saccharomyces cerevisiae', 'Saccharomyces kudriavzevii', 'Saccharomyces eubayanus', 'Saccharomyces paradoxus']",Metaphlan,1,"['Saccharomyces cerevisiae', 'Saccharomyces kudriavzevii', 'Saccharomyces eubayanus']",Yes
large_1,EqualReads,Saccharomyces,4,"['Saccharomyces cerevisiae', 'Saccharomyces kudriavzevii', 'Saccharomyces eubayanus', 'Saccharomyces paradoxus']",HMS,0,"['Saccharomyces cerevisiae', 'Saccharomyces kudriavzevii', 'Saccharomyces eubayanus', 'Saccharomyces paradoxus']",No
large_1,EqualReads,Saccharomyces,4,"['Saccharomyces cerevisiae', 'Saccharomyces kudriavzevii', 'Saccharomyces eubayanus', 'Saccharomyces paradoxus']",FunOMIC,4,[],Yes
large_1,EqualReads,Saccharomyces,4,"['Saccharomyces cerevisiae', 'Saccharomyces kudriavzevii', 'Saccharomyces eubayanus', 'Saccharomyces paradoxus']",MiCoP,2,"['Saccharomyces kudriavzevii', 'Saccharomyces paradoxus']",Yes
large_1,EqualReads,Malassezia,4,"['Malassezia restricta', 'Malassezia globosa', 'Malassezia sympodialis', 'Malassezia japonica']",Kraken,2,"['Malassezia globosa', 'Malassezia sympodialis']",Yes
large_1,EqualReads,Malassezia,4,"['Malassezia restricta', 'Malassezia globosa', 'Malassezia sympodialis', 'Malassezia japonica']",Euk,1,"['Malassezia globosa', 'Malassezia sympodialis', 'Malassezia japonica']",Yes
large_1,EqualReads,Malassezia,4,"['Malassezia restricta', 'Malassezia globosa', 'Malassezia sympodialis', 'Malassezia japonica']",Metaphlan,4,[],Yes
large_1,EqualReads,Malassezia,4,"['Malassezia restricta', 'Malassezia globosa', 'Malassezia sympodialis', 'Malassezia japonica']",HMS,4,[],Yes
large_1,EqualReads,Malassezia,4,"['Malassezia restricta', 'Malassezia globosa', 'Malassezia sympodialis', 'Malassezia japonica']",FunOMIC,4,[],Yes
large_1,EqualReads,Malassezia,4,"['Malassezia restricta', 'Malassezia globosa', 'Malassezia sympodialis', 'Malassezia japonica']",MiCoP,2,"['Malassezia restricta', 'Malassezia japonica']",Yes
large_1,EqualReads,Ogataea,3,"['Ogataea parapolymorpha', 'Ogataea angusta', 'Ogataea polymorpha']",Kraken,1,"['Ogataea angusta', 'Ogataea polymorpha']",Yes
large_1,EqualReads,Ogataea,3,"['Ogataea parapolymorpha', 'Ogataea angusta', 'Ogataea polymorpha']",Euk,2,['Ogataea angusta'],Yes
large_1,EqualReads,Ogataea,3,"['Ogataea parapolymorpha', 'Ogataea angusta', 'Ogataea polymorpha']",Metaphlan,0,"['Ogataea parapolymorpha', 'Ogataea angusta', 'Ogataea polymorpha']",No
large_1,EqualReads,Ogataea,3,"['Ogataea parapolymorpha', 'Ogataea angusta', 'Ogataea polymorpha']",HMS,0,"['Ogataea parapolymorpha', 'Ogataea angusta', 'Ogataea polymorpha']",No
large_1,EqualReads,Ogataea,3,"['Ogataea parapolymorpha', 'Ogataea angusta', 'Ogataea polymorpha']",FunOMIC,2,['Ogataea angusta'],Yes
large_1,EqualReads,Ogataea,3,"['Ogataea parapolymorpha', 'Ogataea angusta', 'Ogataea polymorpha']",MiCoP,2,['Ogataea angusta'],Yes
large_1,EqualReads,Kwoniella,3,"['Kwoniella bestiolae', 'Kwoniella shandongensis', 'Kwoniella dejecticola']",Kraken,0,"['Kwoniella bestiolae', 'Kwoniella shandongensis', 'Kwoniella dejecticola']",No
large_1,EqualReads,Kwoniella,3,"['Kwoniella bestiolae', 'Kwoniella shandongensis', 'Kwoniella dejecticola']",Euk,1,"['Kwoniella bestiolae', 'Kwoniella shandongensis']",Yes
large_1,EqualReads,Kwoniella,3,"['Kwoniella bestiolae', 'Kwoniella shandongensis', 'Kwoniella dejecticola']",Metaphlan,0,"['Kwoniella bestiolae', 'Kwoniella shandongensis', 'Kwoniella dejecticola']",No
large_1,EqualReads,Kwoniella,3,"['Kwoniella bestiolae', 'Kwoniella shandongensis', 'Kwoniella dejecticola']",HMS,0,"['Kwoniella bestiolae', 'Kwoniella shandongensis', 'Kwoniella dejecticola']",No
large_1,EqualReads,Kwoniella,3,"['Kwoniella bestiolae', 'Kwoniella shandongensis', 'Kwoniella dejecticola']",FunOMIC,2,['Kwoniella shandongensis'],Yes
large_1,EqualReads,Kwoniella,3,"['Kwoniella bestiolae', 'Kwoniella shandongensis', 'Kwoniella dejecticola']",MiCoP,2,['Kwoniella shandongensis'],Yes
large_1,EqualReads,Kazachstania,3,"['Huiozyma naganishii', 'Maudiozyma barnettii', 'Arxiozyma heterogenica']",Kraken,1,"['Maudiozyma barnettii', 'Arxiozyma heterogenica']",Yes
large_1,EqualReads,Kazachstania,3,"['Huiozyma naganishii', 'Maudiozyma barnettii', 'Arxiozyma heterogenica']",Euk,1,"['Maudiozyma barnettii', 'Arxiozyma heterogenica']",Yes
large_1,EqualReads,Kazachstania,3,"['Huiozyma naganishii', 'Maudiozyma barnettii', 'Arxiozyma heterogenica']",Metaphlan,0,"['Huiozyma naganishii', 'Maudiozyma barnettii', 'Arxiozyma heterogenica']",No
large_1,EqualReads,Kazachstania,3,"['Huiozyma naganishii', 'Maudiozyma barnettii', 'Arxiozyma heterogenica']",HMS,0,"['Huiozyma naganishii', 'Maudiozyma barnettii', 'Arxiozyma heterogenica']",No
large_1,EqualReads,Kazachstania,3,"['Huiozyma naganishii', 'Maudiozyma barnettii', 'Arxiozyma heterogenica']",FunOMIC,0,"['Huiozyma naganishii', 'Maudiozyma barnettii', 'Arxiozyma heterogenica']",Yes
large_1,EqualReads,Kazachstania,3,"['Huiozyma naganishii', 'Maudiozyma barnettii', 'Arxiozyma heterogenica']",MiCoP,1,"['Maudiozyma barnettii', 'Arxiozyma heterogenica']",Yes
large_1,EqualReads,Eremothecium,2,"['Eremothecium gossypii', 'Eremothecium sinecaudum']",Kraken,2,[],Yes
large_1,EqualReads,Eremothecium,2,"['Eremothecium gossypii', 'Eremothecium sinecaudum']",Euk,1,['Eremothecium sinecaudum'],Yes
large_1,EqualReads,Eremothecium,2,"['Eremothecium gossypii', 'Eremothecium sinecaudum']",Metaphlan,0,"['Eremothecium gossypii', 'Eremothecium sinecaudum']",No
large_1,EqualReads,Eremothecium,2,"['Eremothecium gossypii', 'Eremothecium sinecaudum']",HMS,0,"['Eremothecium gossypii', 'Eremothecium sinecaudum']",No
large_1,EqualReads,Eremothecium,2,"['Eremothecium gossypii', 'Eremothecium sinecaudum']",FunOMIC,2,[],Yes
large_1,EqualReads,Eremothecium,2,"['Eremothecium gossypii', 'Eremothecium sinecaudum']",MiCoP,2,[],Yes
large_1,EqualReads,Scheffersomyces,2,"['Scheffersomyces stipitis', 'Scheffersomyces amazonensis']",Kraken,1,['Scheffersomyces amazonensis'],Yes
large_1,EqualReads,Scheffersomyces,2,"['Scheffersomyces stipitis', 'Scheffersomyces amazonensis']",Euk,1,['Scheffersomyces amazonensis'],Yes
large_1,EqualReads,Scheffersomyces,2,"['Scheffersomyces stipitis', 'Scheffersomyces amazonensis']",Metaphlan,0,"['Scheffersomyces stipitis', 'Scheffersomyces amazonensis']",No
large_1,EqualReads,Scheffersomyces,2,"['Scheffersomyces stipitis', 'Scheffersomyces amazonensis']",HMS,0,"['Scheffersomyces stipitis', 'Scheffersomyces amazonensis']",No
large_1,EqualReads,Scheffersomyces,2,"['Scheffersomyces stipitis', 'Scheffersomyces amazonensis']",FunOMIC,1,['Scheffersomyces amazonensis'],Yes
large_1,EqualReads,Scheffersomyces,2,"['Scheffersomyces stipitis', 'Scheffersomyces amazonensis']",MiCoP,1,['Scheffersomyces amazonensis'],Yes
large_1,EqualReads,Tetrapisispora,2,"['Tetrapisispora phaffii', 'Henningerozyma blattae']",Kraken,2,[],Yes
large_1,EqualReads,Tetrapisispora,2,"['Tetrapisispora phaffii', 'Henningerozyma blattae']",Euk,1,['Henningerozyma blattae'],Yes
large_1,EqualReads,Tetrapisispora,2,"['Tetrapisispora phaffii', 'Henningerozyma blattae']",Metaphlan,0,"['Tetrapisispora phaffii', 'Henningerozyma blattae']",No
large_1,EqualReads,Tetrapisispora,2,"['Tetrapisispora phaffii', 'Henningerozyma blattae']",HMS,0,"['Tetrapisispora phaffii', 'Henningerozyma blattae']",No
large_1,EqualReads,Tetrapisispora,2,"['Tetrapisispora phaffii', 'Henningerozyma blattae']",FunOMIC,1,['Henningerozyma blattae'],Yes
large_1,EqualReads,Tetrapisispora,2,"['Tetrapisispora phaffii', 'Henningerozyma blattae']",MiCoP,2,[],Yes
large_1,EqualReads,Trichophyton,2,"['Trichophyton rubrum', 'Trichophyton benhamiae']",Kraken,0,"['Trichophyton rubrum', 'Trichophyton benhamiae']",No
large_1,EqualReads,Trichophyton,2,"['Trichophyton rubrum', 'Trichophyton benhamiae']",Euk,1,['Trichophyton rubrum'],Yes
large_1,EqualReads,Trichophyton,2,"['Trichophyton rubrum', 'Trichophyton benhamiae']",Metaphlan,0,"['Trichophyton rubrum', 'Trichophyton benhamiae']",No
large_1,EqualReads,Trichophyton,2,"['Trichophyton rubrum', 'Trichophyton benhamiae']",HMS,1,['Trichophyton benhamiae'],Yes
large_1,EqualReads,Trichophyton,2,"['Trichophyton rubrum', 'Trichophyton benhamiae']",FunOMIC,1,['Trichophyton benhamiae'],Yes
large_1,EqualReads,Trichophyton,2,"['Trichophyton rubrum', 'Trichophyton benhamiae']",MiCoP,2,[],Yes
large_1,EqualReads,Pneumocystis,2,"['Pneumocystis murina', 'Pneumocystis carinii']",Kraken,0,"['Pneumocystis murina', 'Pneumocystis carinii']",No
large_1,EqualReads,Pneumocystis,2,"['Pneumocystis murina', 'Pneumocystis carinii']",Euk,1,['Pneumocystis murina'],Yes
large_1,EqualReads,Pneumocystis,2,"['Pneumocystis murina', 'Pneumocystis carinii']",Metaphlan,2,[],Yes
large_1,EqualReads,Pneumocystis,2,"['Pneumocystis murina', 'Pneumocystis carinii']",HMS,0,"['Pneumocystis murina', 'Pneumocystis carinii']",Yes
large_1,EqualReads,Pneumocystis,2,"['Pneumocystis murina', 'Pneumocystis carinii']",FunOMIC,2,[],Yes
large_1,EqualReads,Pneumocystis,2,"['Pneumocystis murina', 'Pneumocystis carinii']",MiCoP,2,[],Yes
large_1,EqualReads,Fusarium,2,"['Fusarium falciforme', 'Fusarium proliferatum']",Kraken,1,['Fusarium proliferatum'],Yes
large_1,EqualReads,Fusarium,2,"['Fusarium falciforme', 'Fusarium proliferatum']",Euk,1,['Fusarium falciforme'],Yes
large_1,EqualReads,Fusarium,2,"['Fusarium falciforme', 'Fusarium proliferatum']",Metaphlan,0,"['Fusarium falciforme', 'Fusarium proliferatum']",No
large_1,EqualReads,Fusarium,2,"['Fusarium falciforme', 'Fusarium proliferatum']",HMS,2,[],Yes
large_1,EqualReads,Fusarium,2,"['Fusarium falciforme', 'Fusarium proliferatum']",FunOMIC,2,[],Yes
large_1,EqualReads,Fusarium,2,"['Fusarium falciforme', 'Fusarium proliferatum']",MiCoP,0,"['Fusarium falciforme', 'Fusarium proliferatum']",No
large_1,EqualReads,Kluyveromyces,2,"['Kluyveromyces lactis', 'Kluyveromyces marxianus']",Kraken,2,[],Yes
large_1,EqualReads,Kluyveromyces,2,"['Kluyveromyces lactis', 'Kluyveromyces marxianus']",Euk,1,['Kluyveromyces lactis'],Yes
large_1,EqualReads,Kluyveromyces,2,"['Kluyveromyces lactis', 'Kluyveromyces marxianus']",Metaphlan,0,"['Kluyveromyces lactis', 'Kluyveromyces marxianus']",No
large_1,EqualReads,Kluyveromyces,2,"['Kluyveromyces lactis', 'Kluyveromyces marxianus']",HMS,1,['Kluyveromyces lactis'],Yes
large_1,EqualReads,Kluyveromyces,2,"['Kluyveromyces lactis', 'Kluyveromyces marxianus']",FunOMIC,2,[],Yes
large_1,EqualReads,Kluyveromyces,2,"['Kluyveromyces lactis', 'Kluyveromyces marxianus']",MiCoP,2,[],Yes
large_2,EqualReads,Candida,9,"['Candida albicans', 'Candida dubliniensis', 'Candida jiufengensis', 'Candida margitis', 'Candida orthopsilosis', 'Candida parapsilosis', 'Candida pseudojiufengensis', 'Candida theae', 'Candida tropicalis']",Kraken,3,"['Candida jiufengensis', 'Candida margitis', 'Candida parapsilosis', 'Candida pseudojiufengensis', 'Candida theae', 'Candida tropicalis']",Yes
large_2,EqualReads,Candida,9,"['Candida albicans', 'Candida dubliniensis', 'Candida jiufengensis', 'Candida margitis', 'Candida orthopsilosis', 'Candida parapsilosis', 'Candida pseudojiufengensis', 'Candida theae', 'Candida tropicalis']",Euk,2,"['Candida albicans', 'Candida dubliniensis', 'Candida jiufengensis', 'Candida margitis', 'Candida pseudojiufengensis', 'Candida theae', 'Candida tropicalis']",Yes
large_2,EqualReads,Candida,9,"['Candida albicans', 'Candida dubliniensis', 'Candida jiufengensis', 'Candida margitis', 'Candida orthopsilosis', 'Candida parapsilosis', 'Candida pseudojiufengensis', 'Candida theae', 'Candida tropicalis']",Metaphlan,6,"['Candida jiufengensis', 'Candida margitis', 'Candida pseudojiufengensis']",Yes
large_2,EqualReads,Candida,9,"['Candida albicans', 'Candida dubliniensis', 'Candida jiufengensis', 'Candida margitis', 'Candida orthopsilosis', 'Candida parapsilosis', 'Candida pseudojiufengensis', 'Candida theae', 'Candida tropicalis']",HMS,6,"['Candida jiufengensis', 'Candida margitis', 'Candida pseudojiufengensis']",Yes
large_2,EqualReads,Candida,9,"['Candida albicans', 'Candida dubliniensis', 'Candida jiufengensis', 'Candida margitis', 'Candida orthopsilosis', 'Candida parapsilosis', 'Candida pseudojiufengensis', 'Candida theae', 'Candida tropicalis']",FunOMIC,6,"['Candida jiufengensis', 'Candida margitis', 'Candida pseudojiufengensis']",Yes
large_2,EqualReads,Candida,9,"['Candida albicans', 'Candida dubliniensis', 'Candida jiufengensis', 'Candida margitis', 'Candida orthopsilosis', 'Candida parapsilosis', 'Candida pseudojiufengensis', 'Candida theae', 'Candida tropicalis']",MiCoP,4,"['Candida jiufengensis', 'Candida margitis', 'Candida parapsilosis', 'Candida pseudojiufengensis', 'Candida theae']",Yes
large_2,EqualReads,Aspergillus,8,"['Aspergillus alliaceus', 'Aspergillus candidus', 'Aspergillus chevalieri', 'Aspergillus fischeri', 'Aspergillus flavus', 'Aspergillus glaucus', 'Aspergillus oryzae', 'Aspergillus terreus']",Kraken,3,"['Aspergillus alliaceus', 'Aspergillus candidus', 'Aspergillus fischeri', 'Aspergillus glaucus', 'Aspergillus terreus']",Yes
large_2,EqualReads,Aspergillus,8,"['Aspergillus alliaceus', 'Aspergillus candidus', 'Aspergillus chevalieri', 'Aspergillus fischeri', 'Aspergillus flavus', 'Aspergillus glaucus', 'Aspergillus oryzae', 'Aspergillus terreus']",Euk,1,"['Aspergillus alliaceus', 'Aspergillus chevalieri', 'Aspergillus fischeri', 'Aspergillus flavus', 'Aspergillus glaucus', 'Aspergillus oryzae', 'Aspergillus terreus']",Yes
large_2,EqualReads,Aspergillus,8,"['Aspergillus alliaceus', 'Aspergillus candidus', 'Aspergillus chevalieri', 'Aspergillus fischeri', 'Aspergillus flavus', 'Aspergillus glaucus', 'Aspergillus oryzae', 'Aspergillus terreus']",Metaphlan,6,"['Aspergillus chevalieri', 'Aspergillus oryzae']",Yes
large_2,EqualReads,Aspergillus,8,"['Aspergillus alliaceus', 'Aspergillus candidus', 'Aspergillus chevalieri', 'Aspergillus fischeri', 'Aspergillus flavus', 'Aspergillus glaucus', 'Aspergillus oryzae', 'Aspergillus terreus']",HMS,2,"['Aspergillus alliaceus', 'Aspergillus candidus', 'Aspergillus chevalieri', 'Aspergillus fischeri', 'Aspergillus glaucus', 'Aspergillus oryzae']",Yes
large_2,EqualReads,Aspergillus,8,"['Aspergillus alliaceus', 'Aspergillus candidus', 'Aspergillus chevalieri', 'Aspergillus fischeri', 'Aspergillus flavus', 'Aspergillus glaucus', 'Aspergillus oryzae', 'Aspergillus terreus']",FunOMIC,8,[],Yes
